worker_id,platform,avg_daily_income,weekly_deliveries,active_days,rating,income_std,account_age_months,cancel_rate,monthly_income,default_risk
GW02694,Swiggy,364,51,10,4.1,208,2,0.27,3640,1
GW02695,Zomato,1057,34,9,4.5,68,27,0.08,9513,0
GW02696,Swiggy,980,52,10,4.2,249,13,0.19,9800,0
GW02697,Zomato,1007,59,22,4.9,57,12,0.17,22154,0
GW02698,Swiggy,648,38,27,4.0,304,32,0.16,17496,1
GW02699,Zomato,281,54,16,3.2,369,17,0.08,4496,1
GW02700,Zomato,781,61,22,4.0,265,21,0.22,17182,0
GW02701,Swiggy,302,65,9,4.9,254,33,0.08,2718,0
GW02702,Zomato,967,39,13,3.4,175,24,0.28,12571,1
GW02703,Swiggy,980,57,12,3.6,429,16,0.17,11760,1
GW02704,Swiggy,444,60,13,4.5,90,3,0.23,5772,1
GW02705,Zomato,554,39,12,3.7,422,23,0.23,6648,1
GW02706,Zomato,956,64,29,4.6,228,18,0.29,27724,0
GW02707,Swiggy,594,53,19,4.0,56,10,0.16,11286,0
GW02708,Swiggy,331,64,11,4.6,229,32,0.03,3641,0
GW02709,Swiggy,250,55,21,4.2,121,13,0.04,5250,0
GW02710,Swiggy,416,40,21,3.3,268,19,0.11,8736,1
GW02711,Zomato,566,43,18,3.9,284,32,0.11,10188,0
GW02712,Swiggy,432,37,8,3.8,308,13,0.07,3456,1
GW02713,Swiggy,1147,19,28,4.7,194,9,0.28,32116,0
GW02714,Swiggy,1111,13,12,4.3,310,12,0.15,13332,0
GW02715,Swiggy,522,42,12,4.6,122,6,0.27,6264,0
GW02716,Swiggy,918,65,19,3.9,420,20,0.03,17442,1
GW02717,Zomato,622,67,12,4.4,119,20,0.11,7464,0
GW02718,Zomato,611,67,28,3.3,185,8,0.11,17108,0
GW02719,Zomato,1149,66,20,3.3,225,9,0.02,22980,0
GW02720,Swiggy,450,26,18,3.7,133,4,0.2,8100,1
GW02721,Zomato,441,20,28,4.6,331,21,0.05,12348,1
GW02722,Zomato,590,16,8,4.2,107,8,0.11,4720,0
GW02723,Zomato,548,26,19,3.9,423,35,0.29,10412,1
GW02724,Swiggy,755,37,13,4.8,330,21,0.28,9815,1
GW02725,Swiggy,837,26,18,4.1,320,26,0.09,15066,0
GW02726,Swiggy,389,50,19,4.3,316,6,0.1,7391,1
GW02727,Swiggy,555,19,13,5.0,145,5,0.17,7215,0
GW02728,Swiggy,445,35,12,4.1,273,26,0.09,5340,0
GW02729,Swiggy,310,15,25,4.6,55,27,0.22,7750,1
GW02730,Swiggy,609,26,23,3.9,51,18,0.17,14007,1
GW02731,Zomato,556,25,20,3.3,72,21,0.15,11120,0
GW02732,Swiggy,729,48,14,4.7,142,16,0.29,10206,0
GW02733,Swiggy,582,60,21,4.9,56,33,0.07,12222,0
GW02734,Zomato,1115,35,8,4.0,79,2,0.26,8920,0
GW02735,Zomato,332,13,28,4.1,129,28,0.22,9296,1
GW02736,Zomato,583,29,28,4.0,50,4,0.07,16324,0
GW02737,Zomato,766,65,19,5.0,254,20,0.06,14554,0
GW02738,Swiggy,980,58,10,4.8,306,22,0.18,9800,1
GW02739,Zomato,1173,65,25,3.3,406,19,0.03,29325,1
GW02740,Swiggy,1015,50,18,4.6,111,30,0.15,18270,0
GW02741,Swiggy,723,20,27,4.3,129,35,0.11,19521,0
GW02742,Swiggy,643,32,14,3.2,292,5,0.26,9002,1
GW02743,Swiggy,849,42,17,4.0,93,4,0.18,14433,0
GW02744,Swiggy,970,40,26,3.5,58,15,0.2,25220,1
GW02745,Zomato,941,16,20,4.8,138,24,0.1,18820,0
GW02746,Zomato,969,31,21,3.2,87,33,0.07,20349,0
GW02747,Zomato,1034,14,22,4.8,71,10,0.17,22748,0
GW02748,Swiggy,826,46,13,4.9,218,35,0.28,10738,0
GW02749,Zomato,629,10,14,3.3,307,32,0.18,8806,1
GW02750,Zomato,270,15,20,4.5,178,16,0.02,5400,0
GW02751,Swiggy,1199,54,23,4.2,59,13,0.29,27577,0
GW02752,Zomato,1128,56,22,4.9,148,17,0.25,24816,0
GW02753,Swiggy,426,13,25,4.6,137,5,0.27,10650,1
GW02754,Swiggy,612,39,10,4.4,227,8,0.14,6120,0
GW02755,Zomato,271,39,23,4.9,285,26,0.27,6233,1
GW02756,Swiggy,1086,26,8,3.5,223,12,0.09,8688,0
GW02757,Swiggy,797,69,8,3.9,251,25,0.24,6376,1
GW02758,Zomato,499,65,26,4.7,151,35,0.19,12974,1
GW02759,Zomato,910,33,13,3.4,165,5,0.29,11830,1
GW02760,Swiggy,322,40,18,4.9,253,13,0.1,5796,0
GW02761,Swiggy,340,37,14,4.5,237,30,0.05,4760,0
GW02762,Swiggy,425,54,10,4.0,72,13,0.22,4250,1
GW02763,Zomato,375,52,13,3.8,328,15,0.3,4875,1
GW02764,Swiggy,453,13,8,3.5,122,19,0.05,3624,1
GW02765,Swiggy,1163,48,15,3.4,367,32,0.04,17445,1
GW02766,Zomato,495,28,21,4.0,181,35,0.13,10395,0
GW02767,Swiggy,860,33,11,4.7,270,20,0.22,9460,0
GW02768,Swiggy,520,16,11,4.2,204,20,0.18,5720,0
GW02769,Swiggy,293,55,23,4.0,362,13,0.28,6739,1
GW02770,Zomato,983,62,18,3.8,373,26,0.24,17694,1
GW02771,Swiggy,1190,57,29,3.5,371,17,0.18,34510,1
GW02772,Swiggy,858,62,14,5.0,248,30,0.11,12012,0
GW02773,Zomato,797,18,8,3.2,362,4,0.25,6376,1
GW02774,Swiggy,417,31,16,3.8,92,8,0.15,6672,1
GW02775,Swiggy,684,63,13,4.6,275,9,0.26,8892,0
GW02776,Swiggy,279,11,20,4.1,61,22,0.18,5580,1
GW02777,Swiggy,1043,36,28,3.8,140,12,0.22,29204,1
GW02778,Swiggy,846,25,19,5.0,135,19,0.02,16074,0
GW02779,Swiggy,606,14,26,4.3,412,33,0.3,15756,1
GW02780,Swiggy,740,21,24,3.7,123,4,0.23,17760,1
GW02781,Swiggy,882,61,28,4.7,340,2,0.18,24696,1
GW02782,Zomato,1048,35,8,3.5,389,7,0.16,8384,1
GW02783,Zomato,497,24,16,4.0,337,3,0.18,7952,1
GW02784,Zomato,945,12,29,4.7,261,8,0.02,27405,0
GW02785,Zomato,502,18,15,5.0,438,9,0.12,7530,0
GW02786,Swiggy,1034,68,9,3.9,206,21,0.04,9306,0
GW02787,Zomato,970,37,25,3.4,268,21,0.06,24250,0
GW02788,Swiggy,1115,48,11,4.2,395,32,0.11,12265,0
GW02789,Zomato,631,45,8,4.9,60,1,0.21,5048,0
GW02790,Zomato,785,34,28,4.4,78,22,0.28,21980,0
GW02791,Zomato,883,50,19,4.3,173,2,0.3,16777,0
GW02792,Zomato,986,37,23,3.8,157,9,0.23,22678,1
GW02793,Zomato,1149,56,25,4.3,197,15,0.09,28725,0
GW02794,Swiggy,1154,64,12,4.8,92,16,0.1,13848,0
GW02795,Swiggy,1147,30,23,3.9,119,10,0.1,26381,0
GW02796,Zomato,668,38,16,3.6,185,9,0.25,10688,1
GW02797,Swiggy,372,34,16,4.1,222,16,0.23,5952,1
GW02798,Zomato,543,39,9,3.9,416,12,0.03,4887,1
GW02799,Zomato,934,48,21,4.0,371,21,0.15,19614,0
GW02800,Swiggy,392,66,18,3.4,239,30,0.2,7056,1
GW02801,Zomato,1187,20,9,3.8,232,27,0.01,10683,0
GW02802,Zomato,1148,28,23,4.7,140,13,0.18,26404,0
GW02803,Zomato,760,20,28,3.9,398,28,0.28,21280,1
GW02804,Zomato,1176,34,26,4.9,243,23,0.02,30576,0
GW02805,Swiggy,1197,10,20,4.5,64,27,0.06,23940,0
GW02806,Zomato,930,41,24,3.9,338,22,0.04,22320,1
GW02807,Zomato,306,30,8,3.7,316,13,0.12,2448,1
GW02808,Swiggy,291,54,28,4.4,393,31,0.12,8148,1
GW02809,Swiggy,1070,22,26,3.7,218,24,0.29,27820,1
GW02810,Zomato,880,43,23,4.9,128,17,0.24,20240,0
GW02811,Swiggy,370,26,20,3.4,438,15,0.19,7400,1
GW02812,Zomato,1073,60,26,3.3,437,16,0.2,27898,1
GW02813,Zomato,1012,64,10,3.6,268,7,0.2,10120,1
GW02814,Swiggy,592,56,10,4.3,283,14,0.06,5920,0
GW02815,Zomato,581,28,8,4.7,164,35,0.11,4648,0
GW02816,Zomato,705,19,10,3.5,62,23,0.2,7050,1
GW02817,Swiggy,686,51,23,4.3,198,10,0.02,15778,0
GW02818,Swiggy,590,68,28,3.5,316,1,0.15,16520,1
GW02819,Swiggy,590,18,15,4.2,63,11,0.25,8850,0
GW02820,Swiggy,665,60,23,3.2,299,4,0.17,15295,1
GW02821,Zomato,1098,20,20,4.2,446,19,0.26,21960,1
GW02822,Swiggy,431,47,20,4.1,236,23,0.23,8620,1
GW02823,Zomato,926,40,18,3.3,118,24,0.17,16668,1
GW02824,Swiggy,513,11,11,4.4,326,13,0.12,5643,0
GW02825,Swiggy,459,33,11,4.2,402,32,0.2,5049,1
GW02826,Zomato,772,51,22,4.3,157,1,0.15,16984,0
GW02827,Zomato,431,56,11,4.2,241,22,0.3,4741,1
GW02828,Swiggy,693,14,15,4.5,130,32,0.19,10395,0
GW02829,Swiggy,500,59,9,4.1,396,13,0.08,4500,0
GW02830,Swiggy,387,39,22,4.9,246,21,0.29,8514,1
GW02831,Swiggy,467,48,21,4.9,381,16,0.09,9807,1
GW02832,Zomato,1000,44,28,4.5,74,9,0.27,28000,0
GW02833,Swiggy,703,62,9,4.8,330,4,0.15,6327,0
GW02834,Swiggy,1132,68,10,4.9,189,25,0.21,11320,0
GW02835,Swiggy,1098,66,18,3.7,60,16,0.07,19764,0
GW02836,Zomato,336,57,14,5.0,143,10,0.17,4704,1
GW02837,Zomato,1059,26,23,3.7,353,10,0.07,24357,1
GW02838,Swiggy,542,40,29,3.2,386,31,0.08,15718,1
GW02839,Zomato,341,11,29,4.9,436,25,0.06,9889,1
GW02840,Swiggy,457,25,14,3.6,380,9,0.14,6398,1
GW02841,Swiggy,453,30,29,4.3,226,28,0.16,13137,1
GW02842,Zomato,435,39,18,4.9,96,14,0.09,7830,0
GW02843,Zomato,334,61,9,3.3,378,5,0.19,3006,1
GW02844,Zomato,1076,10,15,3.7,195,10,0.09,16140,0
GW02845,Zomato,913,23,14,4.3,50,28,0.16,12782,0
GW02846,Swiggy,405,25,13,4.6,119,10,0.21,5265,1
GW02847,Zomato,542,64,23,4.7,275,33,0.03,12466,0
GW02848,Swiggy,782,18,28,4.8,182,20,0.26,21896,0
GW02849,Zomato,410,58,18,3.5,52,31,0.11,7380,1
GW02850,Swiggy,635,17,29,3.9,139,7,0.16,18415,1
GW02851,Zomato,734,18,10,4.5,406,27,0.14,7340,0
GW02852,Swiggy,752,43,25,4.5,281,8,0.29,18800,0
GW02853,Swiggy,1100,54,16,3.8,316,14,0.07,17600,1
GW02854,Zomato,405,42,24,3.7,380,8,0.19,9720,1
GW02855,Swiggy,392,31,9,3.8,412,3,0.25,3528,1
GW02856,Swiggy,1018,39,17,4.8,345,4,0.13,17306,0
GW02857,Swiggy,868,16,17,4.8,151,20,0.11,14756,0
GW02858,Swiggy,533,27,24,3.2,113,13,0.04,12792,0
GW02859,Swiggy,811,30,15,3.8,129,6,0.22,12165,1
GW02860,Swiggy,284,14,27,3.9,261,4,0.24,7668,1
GW02861,Zomato,473,16,13,5.0,133,21,0.1,6149,0
GW02862,Swiggy,917,21,18,4.9,363,22,0.23,16506,1
GW02863,Zomato,642,68,12,4.3,276,19,0.04,7704,0
GW02864,Zomato,657,26,17,3.3,281,23,0.13,11169,0
GW02865,Swiggy,952,67,8,3.5,305,17,0.09,7616,1
GW02866,Zomato,637,33,15,4.0,286,4,0.09,9555,0
GW02867,Swiggy,945,46,11,4.9,202,32,0.28,10395,0
GW02868,Zomato,998,53,14,3.4,335,29,0.24,13972,1
GW02869,Swiggy,546,28,26,4.6,217,31,0.23,14196,0
GW02870,Swiggy,572,54,22,3.5,74,21,0.15,12584,0
GW02871,Zomato,1065,25,9,4.1,59,10,0.19,9585,0
GW02872,Zomato,1103,34,24,4.6,414,10,0.24,26472,1
GW02873,Zomato,737,36,28,4.4,362,28,0.09,20636,0
GW02874,Swiggy,819,60,23,4.6,212,20,0.09,18837,0
GW02875,Zomato,288,64,21,4.7,332,23,0.27,6048,1
GW02876,Swiggy,754,51,10,3.8,301,4,0.08,7540,1
GW02877,Swiggy,752,53,26,3.9,111,26,0.21,19552,1
GW02878,Swiggy,1002,16,15,4.7,257,22,0.28,15030,0
GW02879,Zomato,786,55,24,3.3,404,28,0.29,18864,1
GW02880,Swiggy,565,51,25,4.1,198,9,0.1,14125,0
GW02881,Swiggy,745,69,8,4.9,218,21,0.29,5960,0
GW02882,Zomato,366,17,14,4.8,196,5,0.05,5124,0
GW02883,Swiggy,591,24,11,4.6,343,20,0.08,6501,0
GW02884,Swiggy,1131,67,10,3.2,53,18,0.13,11310,0
GW02885,Swiggy,489,25,26,4.8,127,32,0.23,12714,1
GW02886,Zomato,936,17,17,4.8,114,25,0.04,15912,0
GW02887,Swiggy,694,45,10,4.4,153,4,0.07,6940,0
GW02888,Swiggy,1101,41,9,3.7,132,13,0.15,9909,0
GW02889,Zomato,989,26,12,4.1,97,4,0.03,11868,0
GW02890,Zomato,736,45,24,4.6,430,26,0.11,17664,0
GW02891,Swiggy,1014,31,12,4.7,313,1,0.19,12168,1
GW02892,Zomato,660,41,21,3.8,182,14,0.23,13860,1
GW02893,Zomato,1141,67,23,3.8,249,16,0.16,26243,1
GW02894,Zomato,872,20,21,4.5,226,34,0.14,18312,0
GW02895,Swiggy,1002,54,26,4.4,247,5,0.11,26052,0
GW02896,Zomato,985,15,20,4.1,148,31,0.12,19700,0
GW02897,Swiggy,547,31,19,4.0,358,17,0.17,10393,1
GW02898,Swiggy,301,23,23,4.4,432,25,0.12,6923,1
GW02899,Swiggy,982,37,24,3.3,165,28,0.1,23568,0
GW02900,Swiggy,553,48,29,3.3,109,17,0.19,16037,1
GW02901,Swiggy,537,21,27,4.2,446,22,0.3,14499,1
GW02902,Zomato,913,36,13,3.6,394,20,0.1,11869,1
GW02903,Swiggy,1148,10,21,4.6,356,17,0.04,24108,0
GW02904,Swiggy,367,19,23,4.6,69,4,0.05,8441,0
GW02905,Swiggy,1172,42,10,4.5,340,11,0.19,11720,1
GW02906,Swiggy,673,25,28,4.8,139,14,0.17,18844,0
GW02907,Zomato,1040,48,26,3.5,420,32,0.04,27040,1
GW02908,Swiggy,896,69,14,3.7,133,17,0.13,12544,0
GW02909,Swiggy,458,61,12,3.7,280,27,0.26,5496,1
GW02910,Swiggy,376,15,27,4.6,412,22,0.15,10152,1
GW02911,Swiggy,542,63,17,4.1,90,2,0.24,9214,0
GW02912,Swiggy,768,34,16,3.7,288,14,0.02,12288,0
GW02913,Zomato,471,59,10,3.4,221,3,0.15,4710,1
GW02914,Zomato,326,29,17,4.8,349,6,0.25,5542,1
GW02915,Swiggy,587,45,23,4.4,183,23,0.18,13501,0
GW02916,Zomato,1112,32,16,4.2,240,21,0.04,17792,0
GW02917,Zomato,1039,25,9,4.9,194,5,0.27,9351,0
GW02918,Zomato,1095,10,13,4.7,425,11,0.06,14235,0
GW02919,Swiggy,1099,62,12,3.5,163,26,0.22,13188,1
GW02920,Swiggy,988,39,10,4.1,140,15,0.03,9880,0
GW02921,Swiggy,1162,36,14,4.1,346,22,0.17,16268,1
GW02922,Zomato,524,61,22,4.7,273,4,0.1,11528,0
GW02923,Zomato,1112,11,28,3.5,200,25,0.29,31136,1
GW02924,Swiggy,1056,57,13,4.0,87,15,0.27,13728,0
GW02925,Swiggy,366,30,11,4.3,218,34,0.14,4026,0
GW02926,Zomato,541,18,20,4.9,80,5,0.26,10820,0
GW02927,Zomato,520,56,12,4.8,449,3,0.08,6240,0
GW02928,Zomato,696,33,22,4.2,172,19,0.16,15312,0
GW02929,Zomato,406,57,14,4.3,436,5,0.25,5684,1
GW02930,Swiggy,821,50,14,4.7,129,19,0.21,11494,0
GW02931,Zomato,433,48,17,4.5,420,8,0.14,7361,1
GW02932,Zomato,673,51,20,4.8,193,21,0.17,13460,0
GW02933,Swiggy,905,16,18,4.8,117,8,0.09,16290,0
GW02934,Swiggy,922,39,8,4.7,118,4,0.17,7376,0
GW02935,Zomato,850,54,27,3.2,231,20,0.05,22950,0
GW02936,Swiggy,265,11,18,3.8,269,6,0.23,4770,1
GW02937,Zomato,1175,21,8,3.9,392,19,0.3,9400,1
GW02938,Zomato,1010,22,10,4.4,347,6,0.03,10100,0
GW02939,Zomato,347,12,15,3.8,241,24,0.24,5205,1
GW02940,Swiggy,865,52,20,3.8,175,5,0.25,17300,1
GW02941,Swiggy,549,67,14,3.9,68,29,0.02,7686,0
GW02942,Zomato,996,49,10,4.9,138,4,0.18,9960,0
GW02943,Swiggy,671,52,27,4.0,132,26,0.27,18117,0
GW02944,Zomato,556,27,9,3.5,367,19,0.17,5004,1
GW02945,Zomato,523,48,25,3.2,308,18,0.18,13075,1
GW02946,Swiggy,510,53,12,3.6,313,6,0.3,6120,1
GW02947,Swiggy,488,15,25,4.9,267,31,0.27,12200,1
GW02948,Swiggy,1185,69,23,4.9,324,1,0.19,27255,1
GW02949,Swiggy,1023,51,14,4.2,168,6,0.16,14322,0
GW02950,Zomato,581,61,8,4.4,258,2,0.07,4648,0
GW02951,Zomato,364,36,16,4.6,370,23,0.25,5824,1
GW02952,Zomato,517,24,22,3.3,358,27,0.09,11374,1
GW02953,Zomato,261,61,8,3.9,318,27,0.01,2088,1
GW02954,Swiggy,322,24,24,4.4,108,24,0.03,7728,0
GW02955,Zomato,1123,28,16,4.8,234,27,0.07,17968,0
GW02956,Zomato,655,47,22,4.5,61,31,0.25,14410,0
GW02957,Zomato,1066,60,17,3.8,273,30,0.29,18122,1
GW02958,Zomato,427,56,27,4.8,137,24,0.22,11529,1
GW02959,Swiggy,1021,66,10,4.4,147,1,0.06,10210,0
GW02960,Zomato,1195,29,12,4.7,442,32,0.26,14340,1
GW02961,Swiggy,508,29,9,3.9,225,15,0.24,4572,1
GW02962,Swiggy,649,27,29,3.2,117,24,0.26,18821,1
GW02963,Swiggy,519,43,13,3.5,202,11,0.06,6747,0
GW02964,Zomato,1081,48,23,4.9,405,30,0.16,24863,1
GW02965,Zomato,881,46,19,3.3,201,18,0.19,16739,1
GW02966,Zomato,930,44,24,4.3,328,33,0.21,22320,1
GW02967,Zomato,735,47,19,3.9,408,3,0.21,13965,1
GW02968,Zomato,829,47,24,4.0,367,2,0.01,19896,0
GW02969,Zomato,308,10,29,3.9,128,11,0.29,8932,1
GW02970,Swiggy,891,60,14,3.3,394,21,0.18,12474,1
GW02971,Swiggy,1136,21,23,3.4,238,23,0.07,26128,0
GW02972,Swiggy,515,14,25,3.3,169,1,0.23,12875,1
GW02973,Zomato,324,68,15,3.3,412,7,0.03,4860,1
GW02974,Zomato,339,36,25,3.4,315,27,0.06,8475,1
GW02975,Swiggy,754,48,9,4.5,59,17,0.13,6786,0
GW02976,Swiggy,606,29,16,3.4,119,35,0.17,9696,1
GW02977,Zomato,403,69,23,3.7,293,16,0.13,9269,1
GW02978,Swiggy,1149,49,24,4.4,374,3,0.1,27576,0
GW02979,Zomato,467,28,17,3.4,365,12,0.22,7939,1
GW02980,Zomato,735,47,29,4.8,398,22,0.01,21315,0
GW02981,Swiggy,789,24,8,4.1,370,20,0.21,6312,1
GW02982,Swiggy,379,15,28,4.9,362,33,0.29,10612,1
GW02983,Zomato,315,18,25,3.5,160,7,0.05,7875,1
GW02984,Zomato,393,45,22,3.3,264,7,0.26,8646,1
GW02985,Swiggy,629,57,16,4.3,63,23,0.06,10064,0
GW02986,Zomato,562,32,10,3.8,341,1,0.13,5620,1
GW02987,Swiggy,656,19,23,4.2,304,12,0.29,15088,1
GW02988,Swiggy,656,10,22,4.1,367,33,0.24,14432,1
GW02989,Zomato,526,20,9,4.0,305,15,0.11,4734,0
GW02990,Zomato,864,58,17,4.7,381,27,0.11,14688,0
GW02991,Swiggy,658,59,11,3.5,64,16,0.1,7238,0
GW02992,Zomato,563,29,26,4.1,354,15,0.12,14638,0
GW02993,Zomato,798,37,24,3.9,385,24,0.29,19152,1
GW02994,Swiggy,498,31,17,4.4,448,33,0.11,8466,1
GW02995,Swiggy,1194,29,29,3.3,221,14,0.14,34626,0
GW02996,Zomato,710,56,28,4.2,383,11,0.07,19880,0
GW02997,Swiggy,648,47,13,4.1,179,26,0.2,8424,0
GW02998,Swiggy,917,25,8,5.0,424,12,0.25,7336,1
GW02999,Swiggy,700,11,18,4.6,112,34,0.09,12600,0
GW03000,Zomato,720,34,23,3.5,329,27,0.07,16560,1
GW03001,Zomato,893,36,27,4.1,305,16,0.14,24111,0
GW03002,Zomato,808,12,14,4.6,51,12,0.21,11312,0
GW03003,Swiggy,683,32,10,4.1,131,29,0.13,6830,0
GW03004,Zomato,695,41,21,3.8,437,2,0.05,14595,1
GW03005,Zomato,956,26,11,3.9,141,6,0.06,10516,0
GW03006,Zomato,352,49,16,3.9,266,10,0.09,5632,1
GW03007,Zomato,577,29,22,3.2,410,33,0.25,12694,1
GW03008,Swiggy,932,39,19,4.5,56,2,0.16,17708,0
GW03009,Zomato,850,68,23,4.3,110,18,0.18,19550,0
GW03010,Swiggy,495,37,26,3.7,158,16,0.07,12870,1
GW03011,Swiggy,307,56,21,4.3,179,6,0.2,6447,1
GW03012,Swiggy,354,54,11,3.8,94,15,0.25,3894,1
GW03013,Swiggy,941,62,13,3.6,444,14,0.07,12233,1
GW03014,Swiggy,318,32,29,4.5,300,3,0.03,9222,0
GW03015,Zomato,551,28,18,4.7,250,8,0.2,9918,0
GW03016,Swiggy,402,66,11,4.3,172,19,0.25,4422,1
GW03017,Zomato,786,34,15,4.6,56,2,0.21,11790,0
GW03018,Swiggy,1138,33,16,3.9,78,3,0.13,18208,0
GW03019,Swiggy,284,10,9,3.3,369,34,0.2,2556,1
GW03020,Zomato,264,37,27,4.3,201,34,0.3,7128,1
GW03021,Swiggy,355,38,10,3.7,372,33,0.19,3550,1
GW03022,Swiggy,979,53,13,4.6,306,22,0.16,12727,1
GW03023,Zomato,1145,59,9,3.8,146,1,0.17,10305,1
GW03024,Swiggy,323,59,15,4.4,421,19,0.15,4845,1
GW03025,Swiggy,1105,44,27,4.2,275,15,0.21,29835,0
GW03026,Swiggy,1180,59,15,4.7,348,18,0.25,17700,1
GW03027,Zomato,534,26,10,4.7,443,16,0.22,5340,1
GW03028,Zomato,799,20,24,3.3,128,35,0.08,19176,0
GW03029,Zomato,446,46,18,3.7,124,11,0.12,8028,1
GW03030,Zomato,529,63,10,4.8,433,7,0.18,5290,1
GW03031,Swiggy,1036,16,19,3.9,87,30,0.3,19684,1
GW03032,Swiggy,935,35,21,4.1,197,5,0.03,19635,0
GW03033,Zomato,1066,32,8,3.5,401,2,0.06,8528,1
GW03034,Swiggy,805,27,19,4.2,292,1,0.23,15295,0
GW03035,Swiggy,915,38,25,3.7,358,19,0.07,22875,1
GW03036,Swiggy,402,48,11,4.7,104,23,0.21,4422,1
GW03037,Swiggy,540,59,10,3.6,66,16,0.3,5400,1
GW03038,Zomato,1181,43,24,3.8,149,14,0.2,28344,1
GW03039,Swiggy,391,69,20,3.4,435,4,0.15,7820,1
GW03040,Swiggy,1017,47,24,4.3,147,6,0.25,24408,0
GW03041,Swiggy,561,63,24,4.9,188,4,0.23,13464,0
GW03042,Zomato,895,17,26,3.5,127,5,0.22,23270,1
GW03043,Swiggy,281,30,12,3.2,315,35,0.04,3372,1
GW03044,Swiggy,275,30,15,4.0,328,26,0.19,4125,1
GW03045,Zomato,1160,67,9,4.5,393,9,0.01,10440,0
GW03046,Zomato,504,58,16,5.0,93,5,0.03,8064,0
GW03047,Swiggy,1194,45,14,3.3,252,25,0.02,16716,0
GW03048,Swiggy,984,26,23,4.6,296,18,0.04,22632,0
GW03049,Swiggy,305,67,19,3.9,410,30,0.14,5795,1
GW03050,Swiggy,542,25,28,3.5,332,32,0.28,15176,1
GW03051,Swiggy,886,62,12,3.5,225,35,0.03,10632,0
GW03052,Swiggy,479,24,28,4.9,423,20,0.22,13412,1
GW03053,Swiggy,302,24,29,4.7,86,31,0.16,8758,1
GW03054,Swiggy,350,49,13,3.8,113,20,0.09,4550,1
GW03055,Zomato,716,26,29,4.9,352,27,0.1,20764,0
GW03056,Zomato,1095,60,28,3.4,354,17,0.02,30660,1
GW03057,Zomato,1053,10,24,3.8,371,15,0.21,25272,1
GW03058,Swiggy,1118,22,22,4.4,94,12,0.04,24596,0
GW03059,Swiggy,516,47,17,5.0,107,11,0.02,8772,0
GW03060,Zomato,1044,19,10,4.0,412,8,0.15,10440,0
GW03061,Swiggy,251,42,14,4.7,114,3,0.15,3514,0
GW03062,Swiggy,271,35,9,4.8,431,33,0.2,2439,1
GW03063,Zomato,827,21,20,3.2,373,25,0.21,16540,1
GW03064,Zomato,461,28,21,3.7,289,17,0.16,9681,1
GW03065,Zomato,485,24,11,3.4,161,32,0.22,5335,1
GW03066,Swiggy,1129,62,15,4.6,308,22,0.08,16935,0
GW03067,Swiggy,778,14,12,4.2,139,3,0.05,9336,0
GW03068,Zomato,637,11,19,3.4,291,24,0.28,12103,1
GW03069,Swiggy,263,60,19,4.0,376,20,0.12,4997,1
GW03070,Zomato,768,23,18,4.1,391,15,0.04,13824,0
GW03071,Zomato,1096,38,9,4.5,315,6,0.25,9864,1
GW03072,Zomato,471,50,29,4.6,315,2,0.19,13659,1
GW03073,Swiggy,1161,10,12,3.4,344,33,0.18,13932,1
GW03074,Swiggy,865,22,20,4.1,114,14,0.05,17300,0
GW03075,Zomato,652,58,25,3.5,418,8,0.23,16300,1
GW03076,Zomato,762,69,24,4.6,363,18,0.07,18288,0
GW03077,Zomato,536,41,13,4.4,293,9,0.02,6968,0
GW03078,Swiggy,633,43,26,4.5,342,10,0.06,16458,0
GW03079,Swiggy,496,65,29,3.3,433,27,0.21,14384,1
GW03080,Zomato,1149,63,24,4.1,380,10,0.24,27576,1
GW03081,Zomato,340,23,24,4.7,339,19,0.08,8160,1
GW03082,Zomato,1075,61,25,4.5,428,28,0.1,26875,0
GW03083,Swiggy,561,64,22,4.8,443,13,0.06,12342,0
GW03084,Zomato,686,47,27,3.6,127,25,0.14,18522,0
GW03085,Zomato,975,66,11,3.7,343,25,0.07,10725,1
GW03086,Zomato,292,47,11,4.0,366,10,0.3,3212,1
GW03087,Swiggy,323,59,12,4.1,152,31,0.23,3876,1
GW03088,Swiggy,1003,60,22,3.7,123,5,0.18,22066,1
GW03089,Zomato,810,50,9,3.9,78,14,0.22,7290,1
GW03090,Swiggy,1129,24,18,4.4,227,15,0.06,20322,0
GW03091,Swiggy,1125,48,10,4.4,370,28,0.23,11250,1
GW03092,Zomato,565,15,18,3.4,413,9,0.11,10170,1
GW03093,Swiggy,983,38,10,5.0,298,8,0.15,9830,0
GW03094,Zomato,1111,46,18,4.2,303,13,0.27,19998,1
GW03095,Swiggy,393,28,9,4.1,309,7,0.28,3537,1
GW03096,Zomato,578,61,29,4.9,146,4,0.23,16762,0
GW03097,Zomato,458,10,27,3.5,287,21,0.23,12366,1
GW03098,Swiggy,348,30,27,4.2,201,17,0.23,9396,1
GW03099,Swiggy,949,48,22,4.6,218,2,0.19,20878,0
GW03100,Swiggy,363,27,15,3.9,71,33,0.07,5445,1
GW03101,Swiggy,424,36,9,4.5,59,34,0.18,3816,1
GW03102,Zomato,520,37,25,4.8,93,8,0.03,13000,0
GW03103,Zomato,312,17,29,3.7,237,28,0.02,9048,1
GW03104,Swiggy,1045,40,28,3.6,203,9,0.25,29260,1
GW03105,Swiggy,653,21,15,3.8,447,1,0.17,9795,1
